code,label
5-546.3,operationen: Operationen am Verdauungstrakt: Andere Operationen in der Bauchregion: Plastische Rekonstruktion von Bauchwand und Peritoneum: Omentumplastik
5-546.x,operationen: Operationen am Verdauungstrakt: Andere Operationen in der Bauchregion: Plastische Rekonstruktion von Bauchwand und Peritoneum: Sonstige
5-546.y,operationen: Operationen am Verdauungstrakt: Andere Operationen in der Bauchregion: Plastische Rekonstruktion von Bauchwand und Peritoneum: Nicht näher bezeichnet
5-547,operationen: Operationen am Verdauungstrakt: Andere Operationen in der Bauchregion: Resektion von Gewebe in der Bauchregion ohne sichere Organzuordnung
5-547.0,operationen: Operationen am Verdauungstrakt: Andere Operationen in der Bauchregion: Resektion von Gewebe in der Bauchregion ohne sichere Organzuordnung: Intraperitoneal
5-547.1,operationen: Operationen am Verdauungstrakt: Andere Operationen in der Bauchregion: Resektion von Gewebe in der Bauchregion ohne sichere Organzuordnung: Beckenwand
5-547.x,operationen: Operationen am Verdauungstrakt: Andere Operationen in der Bauchregion: Resektion von Gewebe in der Bauchregion ohne sichere Organzuordnung: Sonstige
5-547.y,operationen: Operationen am Verdauungstrakt: Andere Operationen in der Bauchregion: Resektion von Gewebe in der Bauchregion ohne sichere Organzuordnung: Nicht näher bezeichnet
5-549,operationen: Operationen am Verdauungstrakt: Andere Operationen in der Bauchregion: Andere Bauchoperationen
5-549.0,operationen: Operationen am Verdauungstrakt: Andere Operationen in der Bauchregion: Andere Bauchoperationen: Entfernung eines Fremdkörpers aus der Bauchhöhle
5-549.1,operationen: Operationen am Verdauungstrakt: Andere Operationen in der Bauchregion: Andere Bauchoperationen: Anlegen eines peritoneovaskulären Shuntes
5-549.2,"operationen: Operationen am Verdauungstrakt: Andere Operationen in der Bauchregion: Andere Bauchoperationen: Implantation eines Katheterverweilsystems in den Bauchraum, subkutan getunnelt"
5-549.20,"operationen: Operationen am Verdauungstrakt: Andere Operationen in der Bauchregion: Andere Bauchoperationen: Implantation eines Katheterverweilsystems in den Bauchraum, subkutan getunnelt: Zur Peritonealdialyse"
5-549.21,"operationen: Operationen am Verdauungstrakt: Andere Operationen in der Bauchregion: Andere Bauchoperationen: Implantation eines Katheterverweilsystems in den Bauchraum, subkutan getunnelt: Zur Aszitesdrainage"
5-549.2x,"operationen: Operationen am Verdauungstrakt: Andere Operationen in der Bauchregion: Andere Bauchoperationen: Implantation eines Katheterverweilsystems in den Bauchraum, subkutan getunnelt: Sonstige"
5-549.3,"operationen: Operationen am Verdauungstrakt: Andere Operationen in der Bauchregion: Andere Bauchoperationen: Revision eines Katheterverweilsystems im Bauchraum, subkutan getunnelt"
5-549.30,"operationen: Operationen am Verdauungstrakt: Andere Operationen in der Bauchregion: Andere Bauchoperationen: Revision eines Katheterverweilsystems im Bauchraum, subkutan getunnelt: Zur Peritonealdialyse"
5-549.31,"operationen: Operationen am Verdauungstrakt: Andere Operationen in der Bauchregion: Andere Bauchoperationen: Revision eines Katheterverweilsystems im Bauchraum, subkutan getunnelt: Zur Aszitesdrainage"
5-549.3x,"operationen: Operationen am Verdauungstrakt: Andere Operationen in der Bauchregion: Andere Bauchoperationen: Revision eines Katheterverweilsystems im Bauchraum, subkutan getunnelt: Sonstige"
5-549.4,"operationen: Operationen am Verdauungstrakt: Andere Operationen in der Bauchregion: Andere Bauchoperationen: Entfernung eines Katheterverweilsystems aus dem Bauchraum, subkutan getunnelt"
5-549.40,"operationen: Operationen am Verdauungstrakt: Andere Operationen in der Bauchregion: Andere Bauchoperationen: Entfernung eines Katheterverweilsystems aus dem Bauchraum, subkutan getunnelt: Zur Peritonealdialyse"
5-549.41,"operationen: Operationen am Verdauungstrakt: Andere Operationen in der Bauchregion: Andere Bauchoperationen: Entfernung eines Katheterverweilsystems aus dem Bauchraum, subkutan getunnelt: Zur Aszitesdrainage"
5-549.4x,"operationen: Operationen am Verdauungstrakt: Andere Operationen in der Bauchregion: Andere Bauchoperationen: Entfernung eines Katheterverweilsystems aus dem Bauchraum, subkutan getunnelt: Sonstige"
5-549.5,operationen: Operationen am Verdauungstrakt: Andere Operationen in der Bauchregion: Andere Bauchoperationen: Laparoskopie mit Drainage
5-549.6,operationen: Operationen am Verdauungstrakt: Andere Operationen in der Bauchregion: Andere Bauchoperationen: Anlegen eines peritoneovesikalen Shuntes mit Implantation einer wiederaufladbaren Pumpe
5-549.7,"operationen: Operationen am Verdauungstrakt: Andere Operationen in der Bauchregion: Andere Bauchoperationen: Drainage, präsakral nach Rektumexstirpation"
5-549.8,operationen: Operationen am Verdauungstrakt: Andere Operationen in der Bauchregion: Andere Bauchoperationen: Entfernung von alloplastischem Material für Gewebeersatz oder Gewebeverstärkung
5-549.80,operationen: Operationen am Verdauungstrakt: Andere Operationen in der Bauchregion: Andere Bauchoperationen: Entfernung von alloplastischem Material für Gewebeersatz oder Gewebeverstärkung: Offen chirurgisch
5-549.81,operationen: Operationen am Verdauungstrakt: Andere Operationen in der Bauchregion: Andere Bauchoperationen: Entfernung von alloplastischem Material für Gewebeersatz oder Gewebeverstärkung: Laparoskopisch
5-549.8x,operationen: Operationen am Verdauungstrakt: Andere Operationen in der Bauchregion: Andere Bauchoperationen: Entfernung von alloplastischem Material für Gewebeersatz oder Gewebeverstärkung: Sonstige
5-549.9,operationen: Operationen am Verdauungstrakt: Andere Operationen in der Bauchregion: Andere Bauchoperationen: Implantation einer Medikamentenpumpe zur intraperitonealen Medikamenteninfusion
5-549.a,operationen: Operationen am Verdauungstrakt: Andere Operationen in der Bauchregion: Andere Bauchoperationen: Verwendung von auf ein Kauterisierungssystem vorgeladenen selbstexpandierenden Prothesen/Stents
5-549.b,operationen: Operationen am Verdauungstrakt: Andere Operationen in der Bauchregion: Andere Bauchoperationen: Intraperitoneale Druck-Aerosolchemotherapie [Pressurized intra peritoneal aerosol chemotherapy (Intraperitoneale Druck- Aerosolchemotherapie)]
5-549.c,operationen: Operationen am Verdauungstrakt: Andere Operationen in der Bauchregion: Andere Bauchoperationen: Implantation von Bestrahlungsmarkern in den Bauchraum
5-549.c0,operationen: Operationen am Verdauungstrakt: Andere Operationen in der Bauchregion: Andere Bauchoperationen: Implantation von Bestrahlungsmarkern in den Bauchraum: Perkutan
5-549.c1,operationen: Operationen am Verdauungstrakt: Andere Operationen in der Bauchregion: Andere Bauchoperationen: Implantation von Bestrahlungsmarkern in den Bauchraum: Endoskopisch
5-549.cx,operationen: Operationen am Verdauungstrakt: Andere Operationen in der Bauchregion: Andere Bauchoperationen: Implantation von Bestrahlungsmarkern in den Bauchraum: Sonstige
5-549.d,"operationen: Operationen am Verdauungstrakt: Andere Operationen in der Bauchregion: Andere Bauchoperationen: Wechsel eines Katheterverweilsystems im Bauchraum, subkutan getunnelt"
5-549.d0,"operationen: Operationen am Verdauungstrakt: Andere Operationen in der Bauchregion: Andere Bauchoperationen: Wechsel eines Katheterverweilsystems im Bauchraum, subkutan getunnelt: Zur Peritonealdialyse"
5-549.d1,"operationen: Operationen am Verdauungstrakt: Andere Operationen in der Bauchregion: Andere Bauchoperationen: Wechsel eines Katheterverweilsystems im Bauchraum, subkutan getunnelt: Zur Aszitesdrainage"
5-549.dx,"operationen: Operationen am Verdauungstrakt: Andere Operationen in der Bauchregion: Andere Bauchoperationen: Wechsel eines Katheterverweilsystems im Bauchraum, subkutan getunnelt: Sonstige"
5-549.x,operationen: Operationen am Verdauungstrakt: Andere Operationen in der Bauchregion: Andere Bauchoperationen: Sonstige
5-549.y,operationen: Operationen am Verdauungstrakt: Andere Operationen in der Bauchregion: Andere Bauchoperationen: Nicht näher bezeichnet
5-55...5-59,operationen: Operationen an den Harnorganen
5-55,operationen: Operationen an den Harnorganen: Operationen an der Niere
5-550,"operationen: Operationen an den Harnorganen: Operationen an der Niere: Perkutan-transrenale Nephrotomie, Nephrostomie, Steinentfernung, Pyeloplastik und ureterorenoskopische Steinentfernung"
5-550.0,"operationen: Operationen an den Harnorganen: Operationen an der Niere: Perkutan-transrenale Nephrotomie, Nephrostomie, Steinentfernung, Pyeloplastik und ureterorenoskopische Steinentfernung: Nephrotomie"
5-550.1,"operationen: Operationen an den Harnorganen: Operationen an der Niere: Perkutan-transrenale Nephrotomie, Nephrostomie, Steinentfernung, Pyeloplastik und ureterorenoskopische Steinentfernung: Nephrostomie"
5-550.2,"operationen: Operationen an den Harnorganen: Operationen an der Niere: Perkutan-transrenale Nephrotomie, Nephrostomie, Steinentfernung, Pyeloplastik und ureterorenoskopische Steinentfernung: Entfernung eines Steines"
5-550.20,"operationen: Operationen an den Harnorganen: Operationen an der Niere: Perkutan-transrenale Nephrotomie, Nephrostomie, Steinentfernung, Pyeloplastik und ureterorenoskopische Steinentfernung: Entfernung eines Steines: Perkutan-transrenal"
5-550.21,"operationen: Operationen an den Harnorganen: Operationen an der Niere: Perkutan-transrenale Nephrotomie, Nephrostomie, Steinentfernung, Pyeloplastik und ureterorenoskopische Steinentfernung: Entfernung eines Steines: Ureterorenoskopisch"
5-550.2x,"operationen: Operationen an den Harnorganen: Operationen an der Niere: Perkutan-transrenale Nephrotomie, Nephrostomie, Steinentfernung, Pyeloplastik und ureterorenoskopische Steinentfernung: Entfernung eines Steines: Sonstige"
5-550.3,"operationen: Operationen an den Harnorganen: Operationen an der Niere: Perkutan-transrenale Nephrotomie, Nephrostomie, Steinentfernung, Pyeloplastik und ureterorenoskopische Steinentfernung: Entfernung eines Steines mit Desintegration (Lithotripsie)"
5-550.30,"operationen: Operationen an den Harnorganen: Operationen an der Niere: Perkutan-transrenale Nephrotomie, Nephrostomie, Steinentfernung, Pyeloplastik und ureterorenoskopische Steinentfernung: Entfernung eines Steines mit Desintegration (Lithotripsie): Perkutan-transrenal"
5-550.31,"operationen: Operationen an den Harnorganen: Operationen an der Niere: Perkutan-transrenale Nephrotomie, Nephrostomie, Steinentfernung, Pyeloplastik und ureterorenoskopische Steinentfernung: Entfernung eines Steines mit Desintegration (Lithotripsie): Ureterorenoskopisch"
5-550.3x,"operationen: Operationen an den Harnorganen: Operationen an der Niere: Perkutan-transrenale Nephrotomie, Nephrostomie, Steinentfernung, Pyeloplastik und ureterorenoskopische Steinentfernung: Entfernung eines Steines mit Desintegration (Lithotripsie): Sonstige"
5-550.4,"operationen: Operationen an den Harnorganen: Operationen an der Niere: Perkutan-transrenale Nephrotomie, Nephrostomie, Steinentfernung, Pyeloplastik und ureterorenoskopische Steinentfernung: Erweiterung des pyeloureteralen Überganges"
5-550.5,"operationen: Operationen an den Harnorganen: Operationen an der Niere: Perkutan-transrenale Nephrotomie, Nephrostomie, Steinentfernung, Pyeloplastik und ureterorenoskopische Steinentfernung: Punktion einer Zyste"
5-550.6,"operationen: Operationen an den Harnorganen: Operationen an der Niere: Perkutan-transrenale Nephrotomie, Nephrostomie, Steinentfernung, Pyeloplastik und ureterorenoskopische Steinentfernung: Operative Dilatation eines Nephrostomiekanals mit Einlegen eines dicklumigen Nephrostomiekatheters"
5-550.x,"operationen: Operationen an den Harnorganen: Operationen an der Niere: Perkutan-transrenale Nephrotomie, Nephrostomie, Steinentfernung, Pyeloplastik und ureterorenoskopische Steinentfernung: Sonstige"
5-550.y,"operationen: Operationen an den Harnorganen: Operationen an der Niere: Perkutan-transrenale Nephrotomie, Nephrostomie, Steinentfernung, Pyeloplastik und ureterorenoskopische Steinentfernung: Nicht näher bezeichnet"
5-551,"operationen: Operationen an den Harnorganen: Operationen an der Niere: Offen chirurgische Nephrotomie, Nephrostomie, Pyelotomie und Pyelostomie"
5-551.0,"operationen: Operationen an den Harnorganen: Operationen an der Niere: Offen chirurgische Nephrotomie, Nephrostomie, Pyelotomie und Pyelostomie: Nephrotomie"
5-551.1,"operationen: Operationen an den Harnorganen: Operationen an der Niere: Offen chirurgische Nephrotomie, Nephrostomie, Pyelotomie und Pyelostomie: Nephrostomie"
5-551.2,"operationen: Operationen an den Harnorganen: Operationen an der Niere: Offen chirurgische Nephrotomie, Nephrostomie, Pyelotomie und Pyelostomie: Pyelotomie"
5-551.3,"operationen: Operationen an den Harnorganen: Operationen an der Niere: Offen chirurgische Nephrotomie, Nephrostomie, Pyelotomie und Pyelostomie: Pyelostomie"
5-551.4,"operationen: Operationen an den Harnorganen: Operationen an der Niere: Offen chirurgische Nephrotomie, Nephrostomie, Pyelotomie und Pyelostomie: Pyelokalikotomie"
5-551.5,"operationen: Operationen an den Harnorganen: Operationen an der Niere: Offen chirurgische Nephrotomie, Nephrostomie, Pyelotomie und Pyelostomie: Nephropyelokalikotomie"
5-551.6,"operationen: Operationen an den Harnorganen: Operationen an der Niere: Offen chirurgische Nephrotomie, Nephrostomie, Pyelotomie und Pyelostomie: Punktion einer Zyste"
5-551.x,"operationen: Operationen an den Harnorganen: Operationen an der Niere: Offen chirurgische Nephrotomie, Nephrostomie, Pyelotomie und Pyelostomie: Sonstige"
5-551.y,"operationen: Operationen an den Harnorganen: Operationen an der Niere: Offen chirurgische Nephrotomie, Nephrostomie, Pyelotomie und Pyelostomie: Nicht näher bezeichnet"
5-552,operationen: Operationen an den Harnorganen: Operationen an der Niere: Exzision und Destruktion von (erkranktem) Gewebe der Niere
5-552.0,"operationen: Operationen an den Harnorganen: Operationen an der Niere: Exzision und Destruktion von (erkranktem) Gewebe der Niere: Exzision, offen chirurgisch"
5-552.1,"operationen: Operationen an den Harnorganen: Operationen an der Niere: Exzision und Destruktion von (erkranktem) Gewebe der Niere: Exzision, perkutan-transrenal"
5-552.2,"operationen: Operationen an den Harnorganen: Operationen an der Niere: Exzision und Destruktion von (erkranktem) Gewebe der Niere: Exzision, ureterorenoskopisch"
5-552.3,"operationen: Operationen an den Harnorganen: Operationen an der Niere: Exzision und Destruktion von (erkranktem) Gewebe der Niere: Exzision, laparoskopisch oder retroperitoneoskopisch"
5-552.4,"operationen: Operationen an den Harnorganen: Operationen an der Niere: Exzision und Destruktion von (erkranktem) Gewebe der Niere: Destruktion, offen chirurgisch"
5-552.40,"operationen: Operationen an den Harnorganen: Operationen an der Niere: Exzision und Destruktion von (erkranktem) Gewebe der Niere: Destruktion, offen chirurgisch: Durch Kryoablation"
5-552.41,"operationen: Operationen an den Harnorganen: Operationen an der Niere: Exzision und Destruktion von (erkranktem) Gewebe der Niere: Destruktion, offen chirurgisch: Durch Ultraschallablation"
5-552.42,"operationen: Operationen an den Harnorganen: Operationen an der Niere: Exzision und Destruktion von (erkranktem) Gewebe der Niere: Destruktion, offen chirurgisch: Durch Radiofrequenzablation"
5-552.43,"operationen: Operationen an den Harnorganen: Operationen an der Niere: Exzision und Destruktion von (erkranktem) Gewebe der Niere: Destruktion, offen chirurgisch: Durch Mikrowellenablation"
5-552.4x,"operationen: Operationen an den Harnorganen: Operationen an der Niere: Exzision und Destruktion von (erkranktem) Gewebe der Niere: Destruktion, offen chirurgisch: Sonstige"
5-552.5,"operationen: Operationen an den Harnorganen: Operationen an der Niere: Exzision und Destruktion von (erkranktem) Gewebe der Niere: Destruktion, perkutan-transrenal"
5-552.50,"operationen: Operationen an den Harnorganen: Operationen an der Niere: Exzision und Destruktion von (erkranktem) Gewebe der Niere: Destruktion, perkutan-transrenal: Durch Thermoablation"
5-552.51,"operationen: Operationen an den Harnorganen: Operationen an der Niere: Exzision und Destruktion von (erkranktem) Gewebe der Niere: Destruktion, perkutan-transrenal: Durch irreversible Elektroporation"
5-552.52,"operationen: Operationen an den Harnorganen: Operationen an der Niere: Exzision und Destruktion von (erkranktem) Gewebe der Niere: Destruktion, perkutan-transrenal: Durch Kryoablation"
5-552.53,"operationen: Operationen an den Harnorganen: Operationen an der Niere: Exzision und Destruktion von (erkranktem) Gewebe der Niere: Destruktion, perkutan-transrenal: Durch Ultraschallablation"
5-552.54,"operationen: Operationen an den Harnorganen: Operationen an der Niere: Exzision und Destruktion von (erkranktem) Gewebe der Niere: Destruktion, perkutan-transrenal: Durch Radiofrequenzablation"
5-552.55,"operationen: Operationen an den Harnorganen: Operationen an der Niere: Exzision und Destruktion von (erkranktem) Gewebe der Niere: Destruktion, perkutan-transrenal: Durch Mikrowellenablation"
5-552.5x,"operationen: Operationen an den Harnorganen: Operationen an der Niere: Exzision und Destruktion von (erkranktem) Gewebe der Niere: Destruktion, perkutan-transrenal: Sonstige"
5-552.6,"operationen: Operationen an den Harnorganen: Operationen an der Niere: Exzision und Destruktion von (erkranktem) Gewebe der Niere: Destruktion, ureterorenoskopisch"
5-552.7,"operationen: Operationen an den Harnorganen: Operationen an der Niere: Exzision und Destruktion von (erkranktem) Gewebe der Niere: Destruktion, laparoskopisch oder retroperitoneoskopisch"
5-552.70,"operationen: Operationen an den Harnorganen: Operationen an der Niere: Exzision und Destruktion von (erkranktem) Gewebe der Niere: Destruktion, laparoskopisch oder retroperitoneoskopisch: Durch Kryoablation"
5-552.71,"operationen: Operationen an den Harnorganen: Operationen an der Niere: Exzision und Destruktion von (erkranktem) Gewebe der Niere: Destruktion, laparoskopisch oder retroperitoneoskopisch: Durch Radiofrequenzablation"
5-552.72,"operationen: Operationen an den Harnorganen: Operationen an der Niere: Exzision und Destruktion von (erkranktem) Gewebe der Niere: Destruktion, laparoskopisch oder retroperitoneoskopisch: Durch Mikrowellenablation"
5-552.7x,"operationen: Operationen an den Harnorganen: Operationen an der Niere: Exzision und Destruktion von (erkranktem) Gewebe der Niere: Destruktion, laparoskopisch oder retroperitoneoskopisch: Sonstige"
5-552.x,operationen: Operationen an den Harnorganen: Operationen an der Niere: Exzision und Destruktion von (erkranktem) Gewebe der Niere: Sonstige
5-552.y,operationen: Operationen an den Harnorganen: Operationen an der Niere: Exzision und Destruktion von (erkranktem) Gewebe der Niere: Nicht näher bezeichnet
5-553,operationen: Operationen an den Harnorganen: Operationen an der Niere: Partielle Resektion der Niere
5-553.0,operationen: Operationen an den Harnorganen: Operationen an der Niere: Partielle Resektion der Niere: Teilresektion
5-553.1,operationen: Operationen an den Harnorganen: Operationen an der Niere: Partielle Resektion der Niere: Teilresektion mit Ureterektomie
5-553.2,operationen: Operationen an den Harnorganen: Operationen an der Niere: Partielle Resektion der Niere: Teilresektion mit Kaltperfusion
5-553.x,operationen: Operationen an den Harnorganen: Operationen an der Niere: Partielle Resektion der Niere: Sonstige
5-553.y,operationen: Operationen an den Harnorganen: Operationen an der Niere: Partielle Resektion der Niere: Nicht näher bezeichnet
5-554,operationen: Operationen an den Harnorganen: Operationen an der Niere: Nephrektomie
5-554.4,"operationen: Operationen an den Harnorganen: Operationen an der Niere: Nephrektomie: Nephrektomie, radikal"
5-554.40,"operationen: Operationen an den Harnorganen: Operationen an der Niere: Nephrektomie: Nephrektomie, radikal: Offen chirurgisch lumbal"
5-554.41,"operationen: Operationen an den Harnorganen: Operationen an der Niere: Nephrektomie: Nephrektomie, radikal: Offen chirurgisch abdominal"
5-554.42,"operationen: Operationen an den Harnorganen: Operationen an der Niere: Nephrektomie: Nephrektomie, radikal: Thorakoabdominal"
5-554.43,"operationen: Operationen an den Harnorganen: Operationen an der Niere: Nephrektomie: Nephrektomie, radikal: Laparoskopisch oder retroperitoneoskopisch"
5-554.4x,"operationen: Operationen an den Harnorganen: Operationen an der Niere: Nephrektomie: Nephrektomie, radikal: Sonstige"
5-554.5,"operationen: Operationen an den Harnorganen: Operationen an der Niere: Nephrektomie: Nephrektomie, radikal, mit Ureterektomie"
5-554.50,"operationen: Operationen an den Harnorganen: Operationen an der Niere: Nephrektomie: Nephrektomie, radikal, mit Ureterektomie: Offen chirurgisch lumbal"
5-554.51,"operationen: Operationen an den Harnorganen: Operationen an der Niere: Nephrektomie: Nephrektomie, radikal, mit Ureterektomie: Offen chirurgisch abdominal"
5-554.52,"operationen: Operationen an den Harnorganen: Operationen an der Niere: Nephrektomie: Nephrektomie, radikal, mit Ureterektomie: Thorakoabdominal"
5-554.53,"operationen: Operationen an den Harnorganen: Operationen an der Niere: Nephrektomie: Nephrektomie, radikal, mit Ureterektomie: Laparoskopisch oder retroperitoneoskopisch"
5-554.5x,"operationen: Operationen an den Harnorganen: Operationen an der Niere: Nephrektomie: Nephrektomie, radikal, mit Ureterektomie: Sonstige"
5-554.6,"operationen: Operationen an den Harnorganen: Operationen an der Niere: Nephrektomie: Nephrektomie, radikal, mit endoskopischer Ureterexhairese"
5-554.60,"operationen: Operationen an den Harnorganen: Operationen an der Niere: Nephrektomie: Nephrektomie, radikal, mit endoskopischer Ureterexhairese: Offen chirurgisch lumbal"
5-554.61,"operationen: Operationen an den Harnorganen: Operationen an der Niere: Nephrektomie: Nephrektomie, radikal, mit endoskopischer Ureterexhairese: Offen chirurgisch abdominal"
5-554.62,"operationen: Operationen an den Harnorganen: Operationen an der Niere: Nephrektomie: Nephrektomie, radikal, mit endoskopischer Ureterexhairese: Thorakoabdominal"
5-554.63,"operationen: Operationen an den Harnorganen: Operationen an der Niere: Nephrektomie: Nephrektomie, radikal, mit endoskopischer Ureterexhairese: Laparoskopisch oder retroperitoneoskopisch"
5-554.6x,"operationen: Operationen an den Harnorganen: Operationen an der Niere: Nephrektomie: Nephrektomie, radikal, mit endoskopischer Ureterexhairese: Sonstige"
5-554.7,operationen: Operationen an den Harnorganen: Operationen an der Niere: Nephrektomie: Nephrektomie einer transplantierten Niere
5-554.70,operationen: Operationen an den Harnorganen: Operationen an der Niere: Nephrektomie: Nephrektomie einer transplantierten Niere: Offen chirurgisch lumbal
5-554.71,operationen: Operationen an den Harnorganen: Operationen an der Niere: Nephrektomie: Nephrektomie einer transplantierten Niere: Offen chirurgisch abdominal
5-554.72,operationen: Operationen an den Harnorganen: Operationen an der Niere: Nephrektomie: Nephrektomie einer transplantierten Niere: Thorakoabdominal
5-554.73,operationen: Operationen an den Harnorganen: Operationen an der Niere: Nephrektomie: Nephrektomie einer transplantierten Niere: Laparoskopisch oder retroperitoneoskopisch
5-554.7x,operationen: Operationen an den Harnorganen: Operationen an der Niere: Nephrektomie: Nephrektomie einer transplantierten Niere: Sonstige
5-554.8,"operationen: Operationen an den Harnorganen: Operationen an der Niere: Nephrektomie: Nephrektomie zur Transplantation, Lebendspender"
5-554.80,"operationen: Operationen an den Harnorganen: Operationen an der Niere: Nephrektomie: Nephrektomie zur Transplantation, Lebendspender: Offen chirurgisch lumbal"
5-554.81,"operationen: Operationen an den Harnorganen: Operationen an der Niere: Nephrektomie: Nephrektomie zur Transplantation, Lebendspender: Offen chirurgisch abdominal"
5-554.82,"operationen: Operationen an den Harnorganen: Operationen an der Niere: Nephrektomie: Nephrektomie zur Transplantation, Lebendspender: Thorakoabdominal"
5-554.83,"operationen: Operationen an den Harnorganen: Operationen an der Niere: Nephrektomie: Nephrektomie zur Transplantation, Lebendspender: Laparoskopisch oder retroperitoneoskopisch"
5-554.8x,"operationen: Operationen an den Harnorganen: Operationen an der Niere: Nephrektomie: Nephrektomie zur Transplantation, Lebendspender: Sonstige"
5-554.9,"operationen: Operationen an den Harnorganen: Operationen an der Niere: Nephrektomie: Nephrektomie zur Transplantation, postmortal"
5-554.90,"operationen: Operationen an den Harnorganen: Operationen an der Niere: Nephrektomie: Nephrektomie zur Transplantation, postmortal: Offen chirurgisch lumbal"
5-554.91,"operationen: Operationen an den Harnorganen: Operationen an der Niere: Nephrektomie: Nephrektomie zur Transplantation, postmortal: Offen chirurgisch abdominal"
5-554.92,"operationen: Operationen an den Harnorganen: Operationen an der Niere: Nephrektomie: Nephrektomie zur Transplantation, postmortal: Thorakoabdominal"
5-554.93,"operationen: Operationen an den Harnorganen: Operationen an der Niere: Nephrektomie: Nephrektomie zur Transplantation, postmortal: Laparoskopisch oder retroperitoneoskopisch"
5-554.9x,"operationen: Operationen an den Harnorganen: Operationen an der Niere: Nephrektomie: Nephrektomie zur Transplantation, postmortal: Sonstige"
5-554.a,operationen: Operationen an den Harnorganen: Operationen an der Niere: Nephrektomie: Nephrektomie ohne weitere Maßnahmen
5-554.a0,operationen: Operationen an den Harnorganen: Operationen an der Niere: Nephrektomie: Nephrektomie ohne weitere Maßnahmen: Offen chirurgisch lumbal
5-554.a1,operationen: Operationen an den Harnorganen: Operationen an der Niere: Nephrektomie: Nephrektomie ohne weitere Maßnahmen: Offen chirurgisch abdominal
5-554.a2,operationen: Operationen an den Harnorganen: Operationen an der Niere: Nephrektomie: Nephrektomie ohne weitere Maßnahmen: Thorakoabdominal
5-554.a3,operationen: Operationen an den Harnorganen: Operationen an der Niere: Nephrektomie: Nephrektomie ohne weitere Maßnahmen: Laparoskopisch oder retroperitoneoskopisch
5-554.ax,operationen: Operationen an den Harnorganen: Operationen an der Niere: Nephrektomie: Nephrektomie ohne weitere Maßnahmen: Sonstige
5-554.b,"operationen: Operationen an den Harnorganen: Operationen an der Niere: Nephrektomie: Nephrektomie, mit Ureterektomie"
5-554.b0,"operationen: Operationen an den Harnorganen: Operationen an der Niere: Nephrektomie: Nephrektomie, mit Ureterektomie: Offen chirurgisch lumbal"
5-554.b1,"operationen: Operationen an den Harnorganen: Operationen an der Niere: Nephrektomie: Nephrektomie, mit Ureterektomie: Offen chirurgisch abdominal"
5-554.b2,"operationen: Operationen an den Harnorganen: Operationen an der Niere: Nephrektomie: Nephrektomie, mit Ureterektomie: Thorakoabdominal"
5-554.b3,"operationen: Operationen an den Harnorganen: Operationen an der Niere: Nephrektomie: Nephrektomie, mit Ureterektomie: Laparoskopisch oder retroperitoneoskopisch"
5-554.bx,"operationen: Operationen an den Harnorganen: Operationen an der Niere: Nephrektomie: Nephrektomie, mit Ureterektomie: Sonstige"
5-554.x,operationen: Operationen an den Harnorganen: Operationen an der Niere: Nephrektomie: Sonstige
5-554.x0,operationen: Operationen an den Harnorganen: Operationen an der Niere: Nephrektomie: Sonstige: Offen chirurgisch lumbal
5-554.x1,operationen: Operationen an den Harnorganen: Operationen an der Niere: Nephrektomie: Sonstige: Offen chirurgisch abdominal
5-554.x2,operationen: Operationen an den Harnorganen: Operationen an der Niere: Nephrektomie: Sonstige: Thorakoabdominal
5-554.x3,operationen: Operationen an den Harnorganen: Operationen an der Niere: Nephrektomie: Sonstige: Laparoskopisch oder retroperitoneoskopisch
5-554.xx,operationen: Operationen an den Harnorganen: Operationen an der Niere: Nephrektomie: Sonstige: Sonstige
5-554.y,operationen: Operationen an den Harnorganen: Operationen an der Niere: Nephrektomie: Nicht näher bezeichnet
5-555,operationen: Operationen an den Harnorganen: Operationen an der Niere: Nierentransplantation
5-555.0,"operationen: Operationen an den Harnorganen: Operationen an der Niere: Nierentransplantation: Allogen, Lebendspender"
5-555.1,"operationen: Operationen an den Harnorganen: Operationen an der Niere: Nierentransplantation: Allogen, Leichenniere"
5-555.2,operationen: Operationen an den Harnorganen: Operationen an der Niere: Nierentransplantation: Syngen
5-555.3,operationen: Operationen an den Harnorganen: Operationen an der Niere: Nierentransplantation: Autotransplantation
5-555.4,operationen: Operationen an den Harnorganen: Operationen an der Niere: Nierentransplantation: Autotransplantation nach extrakorporaler Resektion
5-555.5,operationen: Operationen an den Harnorganen: Operationen an der Niere: Nierentransplantation: En-bloc-Transplantat
5-555.6,"operationen: Operationen an den Harnorganen: Operationen an der Niere: Nierentransplantation: Retransplantation, allogen, Lebendspender während desselben stationären Aufenthaltes"
5-555.7,"operationen: Operationen an den Harnorganen: Operationen an der Niere: Nierentransplantation: Retransplantation, allogen, Leichenniere während desselben stationären Aufenthaltes"
5-555.8,"operationen: Operationen an den Harnorganen: Operationen an der Niere: Nierentransplantation: Retransplantation, En-bloc-Transplantat während desselben stationären Aufenthaltes"
5-555.x,operationen: Operationen an den Harnorganen: Operationen an der Niere: Nierentransplantation: Sonstige
5-555.y,operationen: Operationen an den Harnorganen: Operationen an der Niere: Nierentransplantation: Nicht näher bezeichnet
5-557,operationen: Operationen an den Harnorganen: Operationen an der Niere: Rekonstruktion der Niere
